n	p	alpha	c_palpha
50	0.05	0.995	-0.842504824
50	0.1	0.995	-0.697421286
50	0.2	0.995	-0.558402911
50	0.3	0.995	-0.482869618
50	0.4	0.995	-0.436600527
50	0.5	0.995	-0.40968188
50	0.6	0.995	-0.399450436
50	0.7	0.995	-0.406220169
50	0.8	0.995	-0.432602995
50	0.9	0.995	-0.491845493
50	0.95	0.995	-0.550880524
50	0.99	0.995	-0.667207707
60	0.01	0.995	-1.100507328
60	0.05	0.995	-0.780629712
60	0.1	0.995	-0.646148962
60	0.2	0.995	-0.515777814
60	0.3	0.995	-0.444622648
60	0.4	0.995	-0.400475504
60	0.5	0.995	-0.373586765
60	0.6	0.995	-0.361976343
60	0.7	0.995	-0.365695012
60	0.8	0.995	-0.386838602
60	0.9	0.995	-0.436915497
60	0.95	0.995	-0.487804443
60	0.99	0.995	-0.589365331
70	0.01	0.995	-1.03359324
70	0.05	0.995	-0.732644094
70	0.1	0.995	-0.605631602
70	0.2	0.995	-0.482080738
70	0.3	0.995	-0.414905896
70	0.4	0.995	-0.372292911
70	0.5	0.995	-0.346200735
70	0.6	0.995	-0.333504954
70	0.7	0.995	-0.334519504
70	0.8	0.995	-0.351956023
70	0.9	0.995	-0.395722524
70	0.95	0.995	-0.440913992
70	0.99	0.995	-0.531315225
80	0.01	0.995	-0.976733136
80	0.05	0.995	-0.692179913
80	0.1	0.995	-0.571610928
80	0.2	0.995	-0.454454494
80	0.3	0.995	-0.390277664
80	0.4	0.995	-0.349284489
80	0.5	0.995	-0.324038251
80	0.6	0.995	-0.311293952
80	0.7	0.995	-0.311288626
80	0.8	0.995	-0.325926118
80	0.9	0.995	-0.364443931
80	0.95	0.995	-0.404840283
80	0.99	0.995	-0.486939821
90	0.01	0.995	-0.928858745
90	0.05	0.995	-0.657421451
90	0.1	0.995	-0.542547796
90	0.2	0.995	-0.431224584
90	0.3	0.995	-0.369797159
90	0.4	0.995	-0.330584865
90	0.5	0.995	-0.305875513
90	0.6	0.995	-0.292719962
90	0.7	0.995	-0.291586267
90	0.8	0.995	-0.304200629
90	0.9	0.995	-0.339202221
90	0.95	0.995	-0.376491903
90	0.99	0.995	-0.452791516
100	0.01	0.995	-0.888806652
100	0.05	0.995	-0.628629436
100	0.1	0.995	-0.518534058
100	0.2	0.995	-0.411438954
100	0.3	0.995	-0.352338628
100	0.4	0.995	-0.314367494
100	0.5	0.995	-0.290206739
100	0.6	0.995	-0.277277308
100	0.7	0.995	-0.275323064
100	0.8	0.995	-0.286259815
100	0.9	0.995	-0.318222602
100	0.95	0.995	-0.35256964
100	0.99	0.995	-0.423380427
